Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-10057,Influencer,Working Women,26.0,Facebook,32511.0,3691.0,1226.0,971.0,738931.0,247.09,2.08,Tamil,18.11,College Students,05-05-2025
NY-CMP-25037,SEO,Youth,,"Google, Facebook",63714.0,6565.0,1575.0,1020.0,632400.0,170.93,2.63,Bengali,14.38,Premium Shoppers,02-03-2025
NY-CMP-35417,Paid Ads,Premium Shoppers,25.0,"Email, Google",81605.0,6739.0,1762.0,1354.0,731160.0,138.02,2.91,Bengali,12.08,College Students,21-01-2025
NY-CMP-33120,Social Media,Tier 2 City Customers,26.0,Google,66356.0,6359.0,1785.0,1115.0,641125.0,230.21,1.5,Tamil,13.95,Working Women,04-09-2024
NY-CMP-41320,Social Media,College Students,,Google,33830.0,3173.0,1323.0,695.0,186260.0,396.87,-0.32,English,15.34,Premium Shoppers,14-05-2025
NY-CMP-31142,Influencer,Working Women,13.0,"Facebook, WhatsApp",29753.0,,1047.0,780.0,602940.0,,2.2,Bengali,13.59,Youth,04-05-2025
NY-CMP-9441,Paid Ads,Working Women,24.0,"Facebook, YouTube, Instagram",29691.0,2092.0,573.0,400.0,87200.0,138.9,0.57,English,10.32,College Students,31-03-2025
NY-CMP-56272,SEO,Premium Shoppers,10.0,Email,,2494.0,671.0,510.0,275400.0,562.23,-0.04,Tamil,6.47,College Students,17-03-2025
NY-CMP-51173,Influencer,Youth,13.0,"WhatsApp, Email",50262.0,4349.0,1914.0,1321.0,608981.0,129.05,2.57,English,15.09,Premium Shoppers,27-02-2025
NY-CMP-21626,Influencer,Youth,10.0,"Google, YouTube, Facebook",90536.0,11715.0,5530.0,4266.0,989712.0,66.91,,Bengali,23.76,Premium Shoppers,24-01-2025
NY-CMP-8416,Social Media,College Students,8.0,YouTube,36122.0,,1164.0,501.0,351702.0,352.6,0.99,Tamil,13.21,College Students,13-04-2025
NY-CMP-52102,Email,Tier 2 City Customers,8.0,"Instagram, Email, YouTube",75661.0,9407.0,4382.0,2813.0,649803.0,42.18,4.48,Tamil,21.94,Working Women,13-04-2025
NY-CMP-25234,SEO,College Students,10.0,WhatsApp,,3502.0,1292.0,600.0,443400.0,122.17,5.05,Hindi,21.08,Youth,28-02-2025
NY-CMP-40171,Paid Ads,Working Women,9.0,"Email, Facebook",47224.0,1918.0,749.0,360.0,281160.0,758.61,0.03,Bengali,6.41,Working Women,
NY-CMP-32488,Social Media,Premium Shoppers,16.0,"Email, Instagram",21594.0,1817.0,855.0,468.0,139464.0,466.43,-0.36,English,14.54,Youth,07-10-2024
NY-CMP-56460,Email,,24.0,"Email, Instagram",24057.0,1795.0,593.0,243.0,173502.0,558.59,0.28,Bengali,10.94,Working Women,16-09-2024
NY-CMP-4758,Social Media,Youth,22.0,"Email, WhatsApp, Facebook",39290.0,2642.0,,348.0,149292.0,381.74,0.12,Hindi,10.1,College Students,27-05-2025
NY-CMP-2583,SEO,Tier 2 City Customers,,,55790.0,3541.0,1381.0,833.0,517293.0,343.7,0.81,English,10.32,Youth,19-09-2024
NY-CMP-37440,Email,Premium Shoppers,18.0,Facebook,77034.0,10766.0,2836.0,2072.0,1249416.0,40.78,13.79,Tamil,20.35,Tier 2 City Customers,
NY-CMP-52464,SEO,Tier 2 City Customers,18.0,"Email, WhatsApp, YouTube",19317.0,2194.0,1162.0,595.0,290360.0,302.56,0.61,Hindi,20.45,College Students,04-09-2024
NY-CMP-54771,Email,Youth,24.0,"Instagram, Email",76405.0,6201.0,2253.0,1368.0,311904.0,46.69,3.88,,12.86,Tier 2 City Customers,15-05-2025
NY-CMP-2281,Email,Premium Shoppers,24.0,"Google, Instagram, YouTube",12640.0,,986.0,461.0,191315.0,503.66,-0.18,Tamil,24.78,Premium Shoppers,22-12-2024
NY-CMP-7132,Social Media,Premium Shoppers,23.0,Email,24350.0,2031.0,810.0,254.0,74930.0,952.87,,Hindi,12.71,Tier 2 City Customers,29-10-2024
NY-CMP-43706,Influencer,College Students,27.0,"Instagram, Email",28010.0,3838.0,1892.0,569.0,445527.0,502.33,0.56,English,22.49,Youth,03-03-2025
NY-CMP-52993,Paid Ads,College Students,9.0,"Google, Email",29211.0,1918.0,778.0,568.0,340800.0,137.6,3.36,English,11.17,College Students,23-04-2025
NY-CMP-39228,Paid Ads,College Students,19.0,"Instagram, Email, Google",70936.0,8980.0,5093.0,2569.0,1081549.0,109.04,2.86,Tamil,23.46,Working Women,18-11-2024
NY-CMP-54292,Email,College Students,9.0,YouTube,,2454.0,628.0,284.0,157052.0,630.74,-0.12,Tamil,4.85,Premium Shoppers,18-11-2024
NY-CMP-51458,SEO,College Students,30.0,"Facebook, YouTube, WhatsApp",56698.0,3021.0,,759.0,597333.0,68.06,10.56,English,9.37,Working Women,13-04-2025
NY-CMP-48667,Influencer,Working Women,28.0,,16977.0,690.0,285.0,175.0,72450.0,355.41,0.16,Bengali,6.77,Working Women,27-07-2024
NY-CMP-2182,Social Media,Youth,8.0,"Google, Instagram, WhatsApp",32076.0,4611.0,1081.0,330.0,136290.0,731.82,-0.44,Bengali,18.77,Working Women,21-06-2025
NY-CMP-47419,SEO,College Students,5.0,"YouTube, Email, Facebook",30540.0,3534.0,1900.0,1517.0,338291.0,61.13,2.65,Bengali,22.76,College Students,07-02-2025
NY-CMP-2372,SEO,Youth,23.0,"YouTube, WhatsApp",74451.0,1962.0,637.0,197.0,102834.0,985.76,-0.47,Tamil,3.76,Youth,22-11-2024
NY-CMP-22987,Social Media,Tier 2 City Customers,17.0,"WhatsApp, YouTube",77998.0,7422.0,1888.0,1438.0,795214.0,157.88,2.5,Bengali,13.78,Premium Shoppers,27-09-2024
NY-CMP-17507,Social Media,Premium Shoppers,14.0,"Facebook, YouTube, Instagram",42219.0,2970.0,,693.0,294525.0,390.7,,Bengali,11.38,Youth,04-01-2025
NY-CMP-41579,SEO,Premium Shoppers,21.0,"Facebook, Instagram, WhatsApp",87480.0,8609.0,4174.0,2277.0,1181763.0,70.26,6.39,Tamil,17.22,Youth,14-08-2024
NY-CMP-28816,Social Media,Tier 2 City Customers,18.0,"Instagram, Google",44313.0,1158.0,587.0,216.0,100440.0,1204.82,-0.61,Bengali,4.43,Youth,26-03-2025
NY-CMP-16006,Paid Ads,Working Women,14.0,"WhatsApp, Instagram, Facebook",46169.0,1343.0,663.0,264.0,128304.0,811.18,-0.4,Hindi,4.92,College Students,15-12-2024
NY-CMP-3710,Email,College Students,29.0,"YouTube, Google, Instagram",59778.0,1237.0,603.0,364.0,182000.0,696.97,-0.28,Bengali,3.69,Premium Shoppers,28-07-2024
NY-CMP-18112,Paid Ads,Youth,29.0,"Instagram, Google",53560.0,2075.0,584.0,253.0,160908.0,303.21,1.1,Hindi,5.44,Working Women,21-03-2025
NY-CMP-36867,Paid Ads,Youth,19.0,Google,30813.0,3436.0,1322.0,947.0,248114.0,286.58,-0.09,English,18.51,,08-10-2024
NY-CMP-53200,Email,Tier 2 City Customers,22.0,Google,17048.0,2062.0,613.0,320.0,198080.0,763.92,-0.19,English,17.57,College Students,13-08-2024
NY-CMP-46987,Influencer,Premium Shoppers,22.0,"Google, YouTube",,818.0,169.0,94.0,38822.0,596.63,-0.31,Bengali,4.02,Premium Shoppers,08-10-2024
NY-CMP-11915,Social Media,College Students,18.0,YouTube,45318.0,3540.0,1605.0,,241280.0,339.2,0.23,Bengali,12.63,Premium Shoppers,16-07-2024
NY-CMP-41672,Email,Working Women,5.0,Google,24727.0,1191.0,,112.0,44128.0,2468.16,-0.84,Hindi,6.34,Premium Shoppers,26-09-2024
NY-CMP-3969,Email,College Students,5.0,WhatsApp,43692.0,6072.0,1354.0,960.0,287040.0,74.08,3.04,English,19.19,College Students,12-05-2025
NY-CMP-49956,Paid Ads,Youth,17.0,,,1006.0,446.0,212.0,87344.0,1181.87,-0.65,Tamil,9.48,,08-01-2025
NY-CMP-27443,Paid Ads,Premium Shoppers,11.0,"YouTube, Email, Google",82388.0,11112.0,2806.0,1084.0,241732.0,112.22,,Hindi,18.21,Tier 2 City Customers,31-03-2025
NY-CMP-8920,Influencer,College Students,18.0,"Google, WhatsApp",34777.0,4086.0,1284.0,,349864.0,239.17,0.69,Tamil,17.93,Youth,25-01-2025
NY-CMP-13687,,Premium Shoppers,7.0,"Facebook, Instagram",16035.0,1386.0,323.0,170.0,80070.0,766.77,-0.39,English,11.72,Youth,01-11-2024
NY-CMP-30563,Email,Premium Shoppers,7.0,YouTube,39697.0,1147.0,679.0,,125079.0,1058.0,-0.51,Hindi,5.21,Youth,28-03-2025
NY-CMP-6683,SEO,Working Women,13.0,"Facebook, Instagram, Email",93141.0,6792.0,,1440.0,360000.0,176.59,0.42,Bengali,13.18,College Students,29-05-2025
NY-CMP-48791,Influencer,Premium Shoppers,27.0,YouTube,24448.0,3435.0,767.0,596.0,247936.0,385.8,0.08,Hindi,19.63,Tier 2 City Customers,16-12-2024
NY-CMP-31393,Paid Ads,Working Women,25.0,"Instagram, YouTube",87952.0,,4229.0,2478.0,503034.0,102.5,0.98,Tamil,17.3,Premium Shoppers,25-01-2025
NY-CMP-17033,SEO,Youth,28.0,"Instagram, Facebook, WhatsApp",47847.0,5344.0,3085.0,1920.0,1461120.0,143.66,4.3,English,21.63,College Students,12-04-2025
NY-CMP-37675,Paid Ads,Tier 2 City Customers,,"Email, Instagram, YouTube",13730.0,,252.0,173.0,115218.0,939.9,-0.29,English,7.02,Tier 2 City Customers,12-09-2024
NY-CMP-10750,Social Media,Youth,9.0,"Facebook, Email",84965.0,8364.0,4898.0,2260.0,890440.0,42.02,8.38,Hindi,18.27,Premium Shoppers,06-04-2025
NY-CMP-2584,Paid Ads,Youth,10.0,"Instagram, YouTube",62713.0,2771.0,702.0,372.0,204972.0,463.06,0.19,Tamil,6.13,Tier 2 City Customers,10-11-2024
NY-CMP-2410,Social Media,Tier 2 City Customers,17.0,Email,12924.0,1240.0,399.0,298.0,61686.0,991.99,-0.79,Tamil,14.99,Youth,
NY-CMP-41489,Social Media,Working Women,20.0,"YouTube, Google, Facebook",65922.0,8209.0,2184.0,1397.0,729234.0,139.93,2.73,English,17.88,Youth,22-11-2024
NY-CMP-35966,SEO,Premium Shoppers,14.0,"YouTube, Email, Google",33585.0,2091.0,720.0,276.0,211140.0,,,Bengali,9.19,Youth,06-10-2024
NY-CMP-7887,Email,Tier 2 City Customers,29.0,"Facebook, Instagram, Email",94352.0,2605.0,882.0,374.0,143242.0,467.91,-0.18,,4.09,,22-04-2025
NY-CMP-37529,Influencer,Youth,7.0,Facebook,10325.0,1521.0,595.0,442.0,118898.0,348.3,-0.23,Tamil,24.77,Premium Shoppers,14-04-2025
NY-CMP-37515,Social Media,Tier 2 City Customers,20.0,,80213.0,6531.0,3877.0,1894.0,1509518.0,157.26,4.07,Hindi,15.34,,22-07-2024
NY-CMP-13645,Paid Ads,Tier 2 City Customers,,"YouTube, Google",71745.0,4879.0,1816.0,1337.0,530789.0,99.06,3.01,Bengali,11.2,College Students,15-11-2024
NY-CMP-26450,Paid Ads,Tier 2 City Customers,,"WhatsApp, Instagram",35848.0,3092.0,1622.0,598.0,174616.0,197.16,0.48,English,14.82,Youth,12-08-2024
NY-CMP-15759,Email,Tier 2 City Customers,30.0,Email,59657.0,4214.0,1866.0,1026.0,309852.0,105.22,1.87,Tamil,11.91,Tier 2 City Customers,04-08-2024
NY-CMP-23823,,Tier 2 City Customers,15.0,YouTube,,534.0,172.0,89.0,37291.0,2690.9,-0.84,Bengali,3.11,Premium Shoppers,13-12-2024
NY-CMP-12321,Social Media,Tier 2 City Customers,18.0,"WhatsApp, YouTube, Email",27639.0,2787.0,1278.0,737.0,252054.0,120.94,1.83,Bengali,17.37,Working Women,07-02-2025
NY-CMP-19466,Paid Ads,Working Women,9.0,Facebook,19285.0,1102.0,649.0,258.0,,264.81,0.65,Hindi,10.42,Premium Shoppers,09-11-2024
NY-CMP-45996,SEO,Working Women,7.0,YouTube,92123.0,13214.0,3583.0,2820.0,2162940.0,80.79,8.49,Tamil,21.29,College Students,09-07-2024
NY-CMP-49546,Email,Working Women,9.0,"YouTube, Email, Facebook",91972.0,2287.0,890.0,309.0,218154.0,,0.62,Tamil,3.79,Tier 2 City Customers,01-02-2025
NY-CMP-54316,SEO,Tier 2 City Customers,26.0,"YouTube, WhatsApp",92766.0,7654.0,3973.0,2089.0,703993.0,90.36,2.73,Tamil,14.79,Youth,25-07-2024
NY-CMP-14649,SEO,Youth,14.0,Instagram,90700.0,10695.0,6030.0,3339.0,2333961.0,57.36,11.19,Hindi,22.12,Tier 2 City Customers,21-05-2025
NY-CMP-36061,Influencer,Youth,23.0,Google,94559.0,7076.0,1458.0,,117553.0,614.39,-0.56,Bengali,9.49,Tier 2 City Customers,02-09-2024
NY-CMP-42543,,College Students,28.0,Instagram,14901.0,1239.0,289.0,106.0,46852.0,2410.07,-0.82,Bengali,10.97,Premium Shoppers,11-11-2024
NY-CMP-53242,Social Media,Youth,16.0,WhatsApp,66748.0,7557.0,2540.0,1389.0,990357.0,104.57,5.82,Hindi,17.21,College Students,18-11-2024
NY-CMP-9450,Email,Youth,29.0,Google,56540.0,3114.0,1699.0,1320.0,600600.0,197.23,1.31,Bengali,10.85,Working Women,22-05-2025
NY-CMP-53185,Paid Ads,College Students,5.0,Google,70177.0,6600.0,3201.0,2353.0,1630629.0,97.03,,Hindi,17.32,College Students,18-10-2024
NY-CMP-11575,,College Students,25.0,"WhatsApp, Email, Facebook",42495.0,5131.0,,778.0,,381.19,0.32,Bengali,16.5,Premium Shoppers,04-04-2025
NY-CMP-9543,SEO,Youth,17.0,"Google, Email",15900.0,1271.0,715.0,509.0,401092.0,,2.16,English,15.69,Tier 2 City Customers,02-06-2025
NY-CMP-20722,Email,Youth,28.0,"Google, Instagram",65384.0,9074.0,1868.0,1010.0,551460.0,270.46,1.02,English,,Working Women,29-10-2024
NY-CMP-7658,Influencer,Working Women,6.0,"Instagram, Email",92998.0,6100.0,2314.0,1440.0,603360.0,70.91,4.91,Bengali,10.6,Tier 2 City Customers,11-05-2025
NY-CMP-8266,Social Media,Premium Shoppers,22.0,Email,19505.0,2892.0,952.0,552.0,142416.0,507.18,-0.49,Hindi,22.54,Youth,24-05-2025
NY-CMP-39423,Social Media,College Students,8.0,Email,38277.0,2742.0,619.0,,47880.0,1212.27,-0.83,English,9.38,College Students,19-12-2024
NY-CMP-55020,SEO,Tier 2 City Customers,22.0,,47158.0,,974.0,661.0,223418.0,146.41,1.31,Tamil,6.99,Tier 2 City Customers,08-09-2024
NY-CMP-55170,SEO,Working Women,23.0,"Email, Google, WhatsApp",89319.0,5991.0,3031.0,1951.0,1047687.0,60.45,7.88,Bengali,12.29,College Students,22-05-2025
NY-CMP-41094,Social Media,College Students,11.0,"YouTube, Instagram",76750.0,7779.0,3798.0,1245.0,581415.0,172.98,1.7,Hindi,16.71,Tier 2 City Customers,09-09-2024
NY-CMP-1697,Email,Tier 2 City Customers,24.0,,41505.0,5415.0,2839.0,1184.0,610944.0,190.23,1.71,Hindi,22.74,College Students,17-12-2024
NY-CMP-38917,Paid Ads,Youth,9.0,"YouTube, Email",75626.0,,2312.0,990.0,628650.0,133.44,3.76,,9.49,Tier 2 City Customers,30-05-2025
NY-CMP-4189,Influencer,Working Women,5.0,,27821.0,2922.0,970.0,732.0,153720.0,205.25,0.02,,16.62,Youth,21-12-2024
NY-CMP-52473,SEO,Premium Shoppers,25.0,"YouTube, WhatsApp, Email",50201.0,6345.0,2874.0,1013.0,458889.0,144.01,2.15,Tamil,20.38,College Students,03-10-2024
NY-CMP-5252,SEO,Premium Shoppers,27.0,"Facebook, Google, Email",61220.0,8360.0,4834.0,1676.0,968728.0,32.82,16.61,Hindi,24.29,Premium Shoppers,14-11-2024
NY-CMP-38652,Influencer,College Students,23.0,"Facebook, Google, Instagram",23326.0,929.0,285.0,209.0,163020.0,1383.15,-0.44,Tamil,6.1,College Students,17-11-2024
NY-CMP-52737,,Premium Shoppers,6.0,"WhatsApp, Facebook, Email",45883.0,3858.0,2302.0,1046.0,532414.0,,8.77,Hindi,15.71,College Students,23-04-2025
NY-CMP-16132,Social Media,Working Women,15.0,YouTube,,487.0,196.0,153.0,122094.0,615.08,0.3,Bengali,6.54,Working Women,28-04-2025
NY-CMP-15013,Social Media,Tier 2 City Customers,6.0,"Facebook, YouTube",60663.0,1429.0,446.0,229.0,183200.0,1075.14,,Tamil,3.47,Working Women,07-06-2025
NY-CMP-20891,Influencer,Youth,6.0,"Google, Facebook",38350.0,1976.0,906.0,,161070.0,603.97,-0.02,Hindi,8.23,Tier 2 City Customers,16-06-2025
NY-CMP-49887,Social Media,Working Women,20.0,"Facebook, Email, WhatsApp",74795.0,4687.0,1478.0,1090.0,792430.0,166.01,3.38,,9.7,College Students,20-05-2025
NY-CMP-2842,SEO,College Students,9.0,"WhatsApp, Instagram",18627.0,,875.0,293.0,209495.0,194.11,2.68,Tamil,14.46,College Students,27-10-2024
NY-CMP-42840,Influencer,Tier 2 City Customers,21.0,Google,26594.0,2686.0,1299.0,423.0,333324.0,671.84,0.17,English,16.58,Premium Shoppers,16-09-2024
NY-CMP-13331,SEO,Youth,25.0,"YouTube, Google, Facebook",75655.0,2860.0,1285.0,747.0,191979.0,89.5,1.87,Tamil,6.47,College Students,23-02-2025
NY-CMP-30502,Social Media,College Students,22.0,"Google, Instagram",88136.0,10065.0,2680.0,1768.0,871624.0,116.37,3.24,Bengali,16.47,Premium Shoppers,10-04-2025
NY-CMP-9357,Paid Ads,College Students,12.0,"Google, WhatsApp",29816.0,657.0,155.0,101.0,45147.0,754.42,-0.41,Hindi,3.06,Youth,05-05-2025
NY-CMP-4882,Influencer,Premium Shoppers,23.0,YouTube,57719.0,4327.0,1365.0,664.0,198536.0,100.31,1.98,English,11.01,Tier 2 City Customers,05-10-2024
NY-CMP-5097,,Youth,6.0,"YouTube, WhatsApp, Google",,1869.0,763.0,595.0,358190.0,224.04,1.69,Bengali,6.1,Premium Shoppers,19-03-2025
NY-CMP-20409,Influencer,College Students,27.0,"YouTube, Google",79985.0,11220.0,5982.0,4060.0,3093720.0,38.44,18.82,Hindi,26.58,Tier 2 City Customers,01-08-2024
NY-CMP-47433,Influencer,College Students,10.0,Google,32976.0,3761.0,1223.0,949.0,,154.38,0.81,Bengali,17.99,Working Women,11-02-2025
NY-CMP-39434,Influencer,Youth,22.0,Facebook,14833.0,1520.0,573.0,443.0,101447.0,474.21,-0.52,Hindi,17.1,Tier 2 City Customers,15-05-2025
NY-CMP-47761,Paid Ads,Working Women,23.0,Google,40805.0,5087.0,2408.0,1550.0,644800.0,86.25,3.82,Tamil,22.17,Tier 2 City Customers,17-12-2024
NY-CMP-37920,Influencer,Premium Shoppers,23.0,WhatsApp,90501.0,6958.0,2316.0,1850.0,370000.0,56.53,2.54,Bengali,12.29,,31-12-2024
NY-CMP-22184,Influencer,Working Women,25.0,Google,82375.0,7571.0,3495.0,2520.0,1645560.0,114.99,4.68,Tamil,16.49,Tier 2 City Customers,25-08-2024
NY-CMP-52477,Email,College Students,10.0,"Instagram, YouTube",11646.0,649.0,375.0,116.0,71572.0,1480.38,-0.58,Tamil,9.79,College Students,08-05-2025
NY-CMP-9182,Influencer,College Students,9.0,"Facebook, Instagram",71246.0,1817.0,653.0,477.0,261396.0,227.61,1.41,Hindi,4.14,Tier 2 City Customers,18-10-2024
NY-CMP-30931,Influencer,Premium Shoppers,27.0,Google,90219.0,8301.0,3391.0,2607.0,1957857.0,97.59,,Hindi,15.85,Premium Shoppers,02-04-2025
NY-CMP-54152,Paid Ads,Tier 2 City Customers,5.0,"Facebook, Instagram",15408.0,478.0,258.0,152.0,54568.0,624.56,-0.43,Bengali,5.76,Tier 2 City Customers,14-07-2024
NY-CMP-36101,Social Media,College Students,7.0,"Email, Instagram",50464.0,7191.0,3573.0,1936.0,737616.0,113.67,2.35,English,25.17,Youth,09-07-2024
NY-CMP-15000,Influencer,Youth,17.0,"Email, Facebook, Google",74696.0,2189.0,736.0,392.0,147784.0,267.1,0.41,Tamil,4.44,,06-07-2024
NY-CMP-27242,Paid Ads,College Students,23.0,"WhatsApp, Email, Instagram",,745.0,425.0,159.0,115275.0,1014.61,-0.29,Tamil,4.53,Tier 2 City Customers,19-03-2025
NY-CMP-25674,Email,Working Women,21.0,"Facebook, Instagram, Email",55725.0,5065.0,1118.0,828.0,395784.0,242.05,0.97,English,12.58,College Students,01-04-2025
NY-CMP-51528,Influencer,Youth,26.0,Facebook,78301.0,7943.0,4495.0,1621.0,1069860.0,143.95,3.58,Tamil,17.96,College Students,07-10-2024
NY-CMP-55910,Email,College Students,22.0,"Facebook, Instagram",42573.0,3538.0,750.0,409.0,160737.0,490.31,-0.2,Tamil,11.03,College Students,11-12-2024
NY-CMP-24942,Social Media,Premium Shoppers,11.0,,76778.0,9770.0,3099.0,1680.0,1029840.0,106.0,4.78,Tamil,18.95,Tier 2 City Customers,16-04-2025
NY-CMP-3191,Paid Ads,Youth,,"Facebook, WhatsApp",55353.0,5057.0,1190.0,890.0,551800.0,183.81,2.37,Bengali,12.89,Premium Shoppers,02-10-2024
NY-CMP-48898,Social Media,Premium Shoppers,16.0,"Facebook, YouTube",72189.0,7366.0,3271.0,1582.0,963438.0,105.45,4.78,Hindi,16.93,Tier 2 City Customers,08-11-2024
NY-CMP-33071,Social Media,Working Women,6.0,WhatsApp,66281.0,7458.0,1876.0,1460.0,306600.0,,2.53,Bengali,16.29,Tier 2 City Customers,13-10-2024
NY-CMP-36883,Paid Ads,College Students,24.0,"Google, Facebook",,6595.0,3387.0,2444.0,1544608.0,74.06,7.53,Tamil,17.41,Premium Shoppers,14-11-2024
NY-CMP-8272,Paid Ads,Premium Shoppers,26.0,"YouTube, Facebook",18010.0,2389.0,914.0,716.0,525544.0,72.53,9.12,Hindi,22.32,College Students,05-07-2024
NY-CMP-48503,SEO,Premium Shoppers,24.0,WhatsApp,59911.0,3210.0,1073.0,637.0,308308.0,275.81,0.75,Hindi,8.21,Tier 2 City Customers,22-02-2025
NY-CMP-27742,Influencer,Youth,8.0,"Email, YouTube",12125.0,,598.0,351.0,125307.0,155.68,1.29,Hindi,16.8,Premium Shoppers,08-10-2024
NY-CMP-51715,SEO,Tier 2 City Customers,28.0,"Facebook, Google, YouTube",61609.0,2154.0,702.0,311.0,192820.0,227.1,1.73,Hindi,5.14,Working Women,07-11-2024
NY-CMP-37604,Paid Ads,Tier 2 City Customers,22.0,"Email, WhatsApp",11507.0,1123.0,317.0,177.0,85314.0,1246.88,-0.61,Hindi,14.05,College Students,10-08-2024
NY-CMP-34602,SEO,Tier 2 City Customers,13.0,Email,66197.0,4045.0,1383.0,552.0,133584.0,289.37,-0.16,Bengali,,Youth,08-02-2025
NY-CMP-11445,Paid Ads,Premium Shoppers,29.0,YouTube,90542.0,11306.0,,3436.0,1175112.0,76.9,3.45,Hindi,22.76,Premium Shoppers,01-05-2025
NY-CMP-46616,Social Media,Premium Shoppers,24.0,"WhatsApp, Google, Email",50368.0,5347.0,1855.0,1095.0,312075.0,160.81,0.77,Bengali,16.47,Tier 2 City Customers,29-09-2024
NY-CMP-52215,Paid Ads,Tier 2 City Customers,25.0,Instagram,50364.0,2216.0,945.0,600.0,,361.46,0.15,Tamil,7.47,Youth,14-10-2024
NY-CMP-45000,Social Media,College Students,10.0,"WhatsApp, Email",12613.0,1342.0,389.0,187.0,96118.0,346.02,0.49,Hindi,15.21,Tier 2 City Customers,12-03-2025
NY-CMP-14398,Paid Ads,Premium Shoppers,14.0,Instagram,44752.0,4542.0,939.0,451.0,163262.0,201.21,0.8,Hindi,13.26,Tier 2 City Customers,
NY-CMP-4095,Influencer,Premium Shoppers,13.0,Email,30323.0,,880.0,512.0,360448.0,340.78,1.07,Hindi,11.67,Premium Shoppers,03-12-2024
NY-CMP-46651,SEO,Youth,27.0,"YouTube, Email",17185.0,945.0,487.0,373.0,,646.13,0.06,Bengali,10.5,Youth,26-08-2024
NY-CMP-10485,Email,Youth,22.0,"YouTube, Google",90469.0,2231.0,843.0,283.0,193289.0,904.46,-0.24,Bengali,3.71,,28-05-2025
NY-CMP-51383,Social Media,Tier 2 City Customers,28.0,Instagram,21852.0,2072.0,1179.0,488.0,178120.0,320.31,0.14,Hindi,17.11,College Students,
NY-CMP-27593,Social Media,Working Women,12.0,"Facebook, Instagram, Email",90157.0,3475.0,1011.0,643.0,210904.0,396.82,-0.17,Hindi,5.69,Working Women,22-07-2024
NY-CMP-46796,Social Media,Youth,21.0,"Instagram, Email, Google",,2704.0,958.0,590.0,207680.0,245.56,0.43,Tamil,5.19,Working Women,06-03-2025
NY-CMP-11113,Influencer,Premium Shoppers,24.0,Email,67989.0,6708.0,1564.0,662.0,214488.0,422.86,-0.23,Tamil,13.14,Working Women,26-09-2024
NY-CMP-37209,Paid Ads,Tier 2 City Customers,8.0,Instagram,72043.0,9423.0,4060.0,1892.0,981948.0,90.65,4.73,Bengali,21.34,,03-03-2025
NY-CMP-23510,SEO,Working Women,11.0,Instagram,17402.0,1308.0,301.0,177.0,43188.0,856.19,-0.72,Hindi,10.26,College Students,06-04-2025
NY-CMP-28067,Influencer,College Students,8.0,"Email, YouTube",23619.0,2365.0,1307.0,977.0,615510.0,255.85,1.46,Hindi,19.68,Tier 2 City Customers,19-01-2025
NY-CMP-38144,SEO,College Students,14.0,"Email, Facebook, YouTube",60450.0,4063.0,,1217.0,861636.0,118.91,4.95,Tamil,11.55,Premium Shoppers,25-08-2024
NY-CMP-39959,Email,Premium Shoppers,11.0,,96809.0,14142.0,7398.0,3349.0,1178848.0,74.5,3.72,Bengali,25.71,Working Women,21-03-2025
NY-CMP-42259,SEO,Premium Shoppers,15.0,"Google, Facebook, Email",40134.0,5264.0,2033.0,1107.0,440586.0,67.21,4.92,Bengali,20.94,Working Women,02-08-2024
NY-CMP-21251,,College Students,25.0,"Email, Instagram",61447.0,2828.0,585.0,341.0,194029.0,491.8,0.16,English,6.11,Tier 2 City Customers,26-01-2025
NY-CMP-5679,Social Media,Youth,10.0,"Google, Email",,7381.0,3429.0,1266.0,812772.0,101.19,5.34,Tamil,22.12,Tier 2 City Customers,25-12-2024
NY-CMP-30758,Email,Youth,,YouTube,77383.0,7679.0,1735.0,1013.0,235016.0,153.45,0.51,Tamil,13.47,Youth,18-01-2025
NY-CMP-3893,SEO,Tier 2 City Customers,24.0,"Facebook, Email, YouTube",,6313.0,3352.0,1257.0,258942.0,110.48,0.86,Hindi,25.4,Working Women,16-07-2024
NY-CMP-42046,Influencer,Youth,22.0,"Google, Email",36193.0,5244.0,2685.0,879.0,315561.0,269.95,0.33,Tamil,24.34,Premium Shoppers,19-11-2024
NY-CMP-4142,Email,Tier 2 City Customers,19.0,"Google, YouTube, Email",68155.0,5710.0,3044.0,1773.0,691470.0,140.92,1.77,Hindi,15.45,College Students,17-04-2025
NY-CMP-53695,Influencer,Youth,23.0,"YouTube, Facebook",21120.0,936.0,492.0,269.0,74782.0,731.07,-0.62,Bengali,8.04,Premium Shoppers,03-12-2024
NY-CMP-9740,Email,Youth,17.0,"YouTube, Instagram",69372.0,7339.0,3660.0,1816.0,528456.0,108.9,,Bengali,18.47,Youth,11-05-2025
NY-CMP-50753,SEO,College Students,7.0,"Instagram, Facebook",21481.0,697.0,415.0,280.0,64960.0,,-0.76,,6.48,Working Women,16-08-2024
NY-CMP-7793,Email,Premium Shoppers,11.0,Google,82810.0,10372.0,5189.0,2657.0,1692509.0,99.89,5.38,Bengali,22.0,College Students,23-02-2025
