Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
PU-CMP-52464,SEO,Youth,7.0,"Google, Email",99420.0,5834.0,1533.0,475.0,314450.0,449.65,0.47,Hindi,7.89,Tier 2 City Customers,27-09-2024
PU-CMP-54771,SEO,College Students,10.0,"Google, WhatsApp, Instagram",,8226.0,2125.0,1588.0,887692.0,175.77,2.18,English,15.91,College Students,19-01-2025
PU-CMP-2281,Social Media,Premium Shoppers,20.0,"Instagram, Facebook, Email",68210.0,3975.0,1710.0,1357.0,544157.0,182.48,1.2,Bengali,10.32,College Students,18-07-2024
PU-CMP-7132,Social Media,College Students,22.0,Google,63225.0,,1388.0,745.0,164645.0,75.39,1.93,Bengali,7.87,Youth,05-01-2025
PU-CMP-43706,Social Media,,22.0,WhatsApp,45179.0,4298.0,1058.0,,167811.0,,-0.17,Tamil,12.72,Working Women,18-07-2024
PU-CMP-52993,SEO,College Students,11.0,"Google, YouTube",22422.0,3214.0,719.0,,195471.0,516.06,,Tamil,19.03,Working Women,03-01-2025
PU-CMP-39228,Influencer,College Students,15.0,"Email, Facebook",19306.0,447.0,195.0,83.0,33117.0,3046.27,-0.87,Bengali,3.76,College Students,19-12-2024
PU-CMP-54292,SEO,,17.0,Email,75750.0,6428.0,1975.0,1266.0,912786.0,161.97,3.45,English,12.76,Premium Shoppers,04-08-2024
PU-CMP-51458,Email,Youth,21.0,WhatsApp,94814.0,8381.0,4839.0,2668.0,557612.0,78.45,1.66,Tamil,16.76,Working Women,20-09-2024
PU-CMP-48667,Social Media,Tier 2 City Customers,10.0,Google,,6948.0,3047.0,1253.0,,137.17,1.18,Tamil,19.99,Tier 2 City Customers,13-07-2024
,Paid Ads,College Students,18.0,"WhatsApp, Instagram, YouTube",82231.0,9129.0,2522.0,892.0,593180.0,119.35,4.57,Hindi,15.25,College Students,06-09-2024
PU-CMP-47419,Paid Ads,College Students,18.0,"YouTube, Google",95691.0,,1731.0,912.0,345648.0,107.14,2.54,Tamil,10.43,Tier 2 City Customers,10-05-2025
PU-CMP-2372,Paid Ads,Premium Shoppers,22.0,"Facebook, Google",74897.0,9406.0,2864.0,2200.0,528000.0,66.93,2.59,Bengali,19.32,Tier 2 City Customers,09-02-2025
PU-CMP-22987,Email,Tier 2 City Customers,15.0,,22400.0,1701.0,599.0,295.0,83485.0,813.01,-0.65,Hindi,11.58,Tier 2 City Customers,05-02-2025
PU-CMP-17507,Influencer,Tier 2 City Customers,14.0,"Email, YouTube, Facebook",28740.0,3142.0,768.0,384.0,223488.0,400.26,0.45,English,14.94,Working Women,24-07-2024
PU-CMP-41579,Influencer,Working Women,14.0,"Email, Google",,6736.0,3999.0,2989.0,2077355.0,76.0,8.14,English,24.7,Tier 2 City Customers,10-05-2025
PU-CMP-28816,Email,College Students,23.0,"WhatsApp, Email, Instagram",48675.0,2617.0,1417.0,1081.0,363216.0,67.66,3.97,Hindi,10.51,Tier 2 City Customers,20-02-2025
PU-CMP-16006,Paid Ads,Tier 2 City Customers,27.0,Email,74141.0,3679.0,825.0,321.0,89559.0,268.51,0.04,English,6.51,Youth,29-10-2024
PU-CMP-3710,Social Media,Tier 2 City Customers,8.0,"WhatsApp, Google",40126.0,1090.0,574.0,201.0,77184.0,1434.14,-0.73,,4.65,Tier 2 City Customers,01-11-2024
PU-CMP-18112,Social Media,Premium Shoppers,8.0,"Instagram, YouTube",13603.0,1203.0,694.0,373.0,175310.0,403.4,0.17,Tamil,16.69,Tier 2 City Customers,30-01-2025
PU-CMP-36867,Email,Tier 2 City Customers,5.0,"WhatsApp, Instagram",70963.0,4662.0,1178.0,436.0,,451.7,-0.51,Hindi,8.84,Youth,24-12-2024
PU-CMP-53200,SEO,Working Women,14.0,"Email, YouTube, WhatsApp",85307.0,8296.0,3203.0,1092.0,561288.0,,3.38,Hindi,14.76,Tier 2 City Customers,05-09-2024
PU-CMP-46987,Paid Ads,College Students,,"Facebook, Instagram, WhatsApp",40452.0,5823.0,2759.0,974.0,444144.0,82.85,4.5,English,23.62,Tier 2 City Customers,03-09-2024
PU-CMP-11915,Paid Ads,Working Women,18.0,"Instagram, Email",37690.0,2679.0,706.0,,,467.61,0.3,Bengali,9.55,College Students,25-09-2024
PU-CMP-41672,Social Media,College Students,24.0,,91191.0,10169.0,5232.0,3770.0,2819960.0,21.05,34.54,English,21.02,Youth,10-09-2024
PU-CMP-3969,Paid Ads,Tier 2 City Customers,30.0,WhatsApp,73593.0,5393.0,,641.0,,395.45,1.0,English,11.09,Youth,22-04-2025
PU-CMP-49956,SEO,Premium Shoppers,,"Google, YouTube, Email",58398.0,7399.0,2303.0,1498.0,1090544.0,53.33,12.65,Tamil,19.18,College Students,04-03-2025
PU-CMP-27443,Paid Ads,College Students,22.0,Facebook,13185.0,1045.0,461.0,195.0,133575.0,708.99,-0.03,English,12.9,Youth,29-09-2024
PU-CMP-8920,Influencer,Youth,29.0,"Google, WhatsApp",50966.0,5629.0,1584.0,674.0,522350.0,401.08,0.93,Hindi,15.48,College Students,22-12-2024
PU-CMP-13687,Influencer,Tier 2 City Customers,21.0,Instagram,53455.0,3954.0,1266.0,640.0,248320.0,249.44,0.56,English,10.96,Youth,13-09-2024
PU-CMP-30563,SEO,Youth,22.0,Facebook,24355.0,2571.0,1084.0,610.0,237900.0,453.07,-0.14,Hindi,17.51,Tier 2 City Customers,26-10-2024
PU-CMP-6683,Influencer,Youth,10.0,"Email, Instagram",45904.0,3414.0,1394.0,498.0,,174.36,1.7,Bengali,11.56,Premium Shoppers,22-02-2025
PU-CMP-48791,Social Media,Youth,7.0,WhatsApp,87618.0,5816.0,2540.0,771.0,234384.0,200.3,0.52,Tamil,10.42,Youth,11-11-2024
PU-CMP-31393,SEO,Premium Shoppers,13.0,"Facebook, Instagram, Email",45081.0,1550.0,375.0,254.0,52324.0,612.1,-0.66,Hindi,4.83,,02-01-2025
,SEO,Youth,10.0,"Email, YouTube",61038.0,5944.0,2649.0,1785.0,1374450.0,,15.03,English,17.0,Tier 2 City Customers,15-05-2025
PU-CMP-37675,Influencer,College Students,12.0,Email,53777.0,6791.0,3851.0,1747.0,1219406.0,124.71,4.6,English,23.04,Premium Shoppers,07-10-2024
PU-CMP-10750,Email,Working Women,12.0,Google,99210.0,7021.0,3562.0,1688.0,762976.0,47.97,8.42,Hindi,12.37,College Students,24-11-2024
PU-CMP-2584,Email,Working Women,13.0,"WhatsApp, YouTube, Facebook",72935.0,4369.0,2280.0,1130.0,290410.0,232.99,0.1,Tamil,,College Students,09-09-2024
PU-CMP-2410,Influencer,Working Women,28.0,YouTube,33834.0,1912.0,548.0,225.0,76500.0,239.6,0.42,Tamil,7.94,Working Women,02-04-2025
PU-CMP-41489,Email,Youth,21.0,"Email, Facebook, YouTube",43229.0,1047.0,242.0,136.0,95744.0,2172.63,-0.68,Hindi,3.3,Working Women,10-04-2025
PU-CMP-35966,Social Media,Working Women,20.0,Instagram,26534.0,3430.0,1465.0,457.0,292023.0,360.95,0.77,English,20.17,Premium Shoppers,24-10-2024
PU-CMP-7887,SEO,Working Women,22.0,"YouTube, Instagram, Facebook",70818.0,2041.0,734.0,469.0,359723.0,596.83,0.29,Hindi,4.58,Premium Shoppers,03-07-2024
PU-CMP-37529,SEO,Working Women,28.0,Email,18813.0,1397.0,837.0,271.0,156096.0,887.55,-0.35,Hindi,13.32,Premium Shoppers,22-12-2024
PU-CMP-37515,Paid Ads,,9.0,"Instagram, YouTube",62016.0,6035.0,2526.0,962.0,634920.0,,1.58,English,15.36,Premium Shoppers,15-03-2025
PU-CMP-13645,Paid Ads,College Students,10.0,"Instagram, YouTube, WhatsApp",30304.0,2891.0,,,402948.0,143.63,3.0,Bengali,16.11,College Students,10-07-2024
PU-CMP-26450,SEO,Premium Shoppers,6.0,,61280.0,4643.0,,,432588.0,211.6,1.67,Hindi,10.82,Tier 2 City Customers,26-07-2024
PU-CMP-15759,SEO,Youth,10.0,"YouTube, Email, Facebook",11951.0,1777.0,531.0,306.0,69462.0,950.17,-0.76,Bengali,21.87,College Students,05-05-2025
PU-CMP-23823,SEO,,19.0,Facebook,13182.0,698.0,354.0,200.0,148800.0,990.99,-0.25,Bengali,9.5,Working Women,27-02-2025
PU-CMP-12321,Email,Tier 2 City Customers,9.0,"Email, YouTube",12459.0,,350.0,196.0,109564.0,908.59,,Bengali,16.06,College Students,01-04-2025
PU-CMP-19466,,Youth,,YouTube,67001.0,8833.0,2634.0,1173.0,742509.0,188.99,2.35,Tamil,18.87,Tier 2 City Customers,10-10-2024
PU-CMP-45996,Email,College Students,24.0,"Google, WhatsApp",54534.0,4742.0,2747.0,888.0,235320.0,224.9,0.18,Hindi,,Working Women,11-09-2024
PU-CMP-49546,SEO,Working Women,28.0,"Instagram, Email",80563.0,4107.0,,1163.0,888532.0,65.7,10.63,Tamil,8.77,College Students,17-09-2024
PU-CMP-54316,Social Media,Tier 2 City Customers,14.0,"YouTube, WhatsApp, Google",84520.0,5598.0,2235.0,900.0,459000.0,162.28,2.14,Hindi,10.33,Premium Shoppers,27-12-2024
PU-CMP-14649,Email,Premium Shoppers,16.0,"Instagram, Google, Facebook",55120.0,6363.0,2263.0,918.0,193698.0,277.02,-0.24,,17.31,Premium Shoppers,23-10-2024
PU-CMP-36061,SEO,Youth,9.0,"Google, Email, Instagram",82388.0,2970.0,1484.0,741.0,227487.0,103.74,1.96,Hindi,6.31,Youth,21-11-2024
PU-CMP-42543,Paid Ads,Premium Shoppers,6.0,"Google, WhatsApp, Email",52150.0,2948.0,1479.0,607.0,258582.0,413.02,0.03,English,9.65,Tier 2 City Customers,08-04-2025
PU-CMP-53242,Paid Ads,Youth,10.0,WhatsApp,67499.0,3373.0,1790.0,1216.0,536256.0,,1.01,Bengali,9.45,Working Women,30-01-2025
PU-CMP-9450,Social Media,Youth,6.0,"WhatsApp, Facebook, Google",30997.0,,461.0,282.0,63450.0,754.5,-0.7,,8.57,Working Women,24-11-2024
PU-CMP-53185,Social Media,Premium Shoppers,13.0,"Facebook, Email, Google",,8241.0,2617.0,929.0,433843.0,252.72,0.85,English,12.14,Youth,07-01-2025
PU-CMP-11575,Email,Working Women,8.0,"Google, Email, Instagram",37763.0,1314.0,737.0,507.0,184548.0,460.07,-0.21,Tamil,6.77,Premium Shoppers,26-10-2024
PU-CMP-9543,SEO,Youth,,"Facebook, Email, Instagram",14001.0,748.0,293.0,93.0,65658.0,1643.0,,Hindi,8.1,Tier 2 City Customers,14-04-2025
PU-CMP-20722,Paid Ads,College Students,7.0,WhatsApp,17304.0,2120.0,,564.0,284820.0,,0.41,Tamil,21.06,Premium Shoppers,09-05-2025
PU-CMP-7658,Email,Working Women,21.0,"WhatsApp, Instagram, Facebook",96637.0,2947.0,591.0,206.0,142552.0,615.01,,Hindi,3.87,Premium Shoppers,04-09-2024
PU-CMP-8266,Email,,15.0,"Facebook, WhatsApp, Email",86471.0,,2730.0,2002.0,1539538.0,33.79,21.76,Tamil,20.18,Youth,06-11-2024
PU-CMP-39423,Email,Youth,17.0,WhatsApp,12124.0,808.0,273.0,199.0,47959.0,1019.24,-0.76,Bengali,10.56,Premium Shoppers,
PU-CMP-55020,Email,Tier 2 City Customers,24.0,"Facebook, Instagram, YouTube",28980.0,2319.0,1143.0,516.0,125388.0,468.5,-0.48,Bengali,13.73,Youth,28-02-2025
PU-CMP-55170,Email,Premium Shoppers,26.0,Email,27902.0,998.0,574.0,412.0,132252.0,131.44,1.44,English,7.11,College Students,01-11-2024
PU-CMP-41094,Email,Tier 2 City Customers,21.0,"Email, Instagram, WhatsApp",85671.0,2688.0,1137.0,662.0,238982.0,226.45,0.59,Bengali,5.24,Working Women,29-09-2024
PU-CMP-1697,Social Media,Tier 2 City Customers,24.0,"Email, Instagram, WhatsApp",78189.0,10496.0,3859.0,,1189914.0,173.68,3.18,English,20.46,College Students,10-12-2024
PU-CMP-38917,Influencer,Tier 2 City Customers,5.0,"Email, Instagram",90844.0,10704.0,5988.0,3813.0,999006.0,14.57,16.99,Hindi,,College Students,22-07-2024
PU-CMP-4189,Influencer,College Students,23.0,Google,57870.0,2750.0,741.0,454.0,288744.0,411.69,0.54,Bengali,6.82,Working Women,07-02-2025
PU-CMP-52473,Email,Tier 2 City Customers,17.0,"WhatsApp, Facebook",66164.0,1583.0,783.0,564.0,279744.0,101.11,3.91,Tamil,4.43,College Students,28-07-2024
PU-CMP-5252,,Tier 2 City Customers,5.0,"WhatsApp, YouTube",87197.0,12502.0,6498.0,3942.0,,53.35,10.85,English,26.31,Premium Shoppers,02-10-2024
PU-CMP-38652,Paid Ads,Working Women,17.0,"Facebook, Google, Email",,7967.0,2519.0,830.0,336980.0,243.16,0.67,English,14.64,Youth,03-12-2024
PU-CMP-52737,Influencer,Working Women,12.0,"Google, WhatsApp",99833.0,12991.0,5880.0,3927.0,793254.0,60.13,2.36,Hindi,22.84,Youth,29-04-2025
PU-CMP-16132,,Premium Shoppers,24.0,,62335.0,9163.0,2744.0,2029.0,1197110.0,52.78,10.18,Bengali,22.36,Tier 2 City Customers,13-05-2025
PU-CMP-15013,Email,Working Women,24.0,"WhatsApp, Instagram",40574.0,1921.0,473.0,142.0,,1025.63,-0.25,Tamil,6.25,Working Women,05-05-2025
PU-CMP-20891,Influencer,College Students,20.0,,12576.0,1281.0,390.0,187.0,132396.0,1171.3,-0.4,Bengali,14.77,Premium Shoppers,02-12-2024
PU-CMP-49887,Paid Ads,College Students,12.0,"YouTube, Google, Facebook",72952.0,,2710.0,2014.0,525654.0,56.64,3.61,Tamil,19.8,Youth,10-12-2024
PU-CMP-2842,Social Media,College Students,19.0,"Email, WhatsApp",,6032.0,3038.0,1030.0,796190.0,138.56,4.58,Tamil,19.39,Working Women,26-11-2024
PU-CMP-42840,SEO,,,"Email, Facebook, YouTube",73671.0,6652.0,2608.0,1439.0,860522.0,52.89,10.31,Tamil,14.52,Working Women,07-03-2025
PU-CMP-13331,Email,,,"Google, WhatsApp",34402.0,4305.0,1872.0,1402.0,588840.0,55.25,6.6,English,22.03,Working Women,
PU-CMP-30502,SEO,Tier 2 City Customers,5.0,"WhatsApp, Facebook, Email",88742.0,8169.0,4723.0,3464.0,2109576.0,23.86,24.52,Bengali,18.43,Tier 2 City Customers,14-11-2024
PU-CMP-9357,Social Media,Working Women,5.0,"Facebook, YouTube, WhatsApp",43454.0,5910.0,1408.0,655.0,454570.0,112.31,5.18,Tamil,18.35,Youth,06-07-2024
PU-CMP-4882,,Premium Shoppers,8.0,"Google, Facebook, Instagram",,6401.0,1999.0,691.0,236322.0,108.1,2.16,Bengali,10.98,College Students,24-11-2024
PU-CMP-5097,Influencer,College Students,27.0,"Google, WhatsApp",15400.0,1964.0,1149.0,885.0,300015.0,214.85,0.58,Hindi,25.96,Tier 2 City Customers,21-10-2024
PU-CMP-20409,SEO,Working Women,24.0,"Email, Google, Facebook",67573.0,1354.0,462.0,178.0,130474.0,1535.64,-0.52,Hindi,2.95,Working Women,
PU-CMP-47433,Social Media,College Students,12.0,"Google, Facebook",34944.0,4296.0,1278.0,896.0,188160.0,298.91,-0.3,Tamil,18.52,Tier 2 City Customers,02-11-2024
PU-CMP-39434,Influencer,College Students,25.0,"Google, Instagram, WhatsApp",62742.0,3939.0,1171.0,652.0,322088.0,84.02,4.88,English,9.18,Tier 2 City Customers,28-10-2024
PU-CMP-47761,SEO,Working Women,24.0,"Instagram, Facebook",85138.0,5083.0,2297.0,1454.0,311156.0,168.82,0.27,English,10.38,Working Women,
PU-CMP-37920,Social Media,Premium Shoppers,16.0,"Facebook, YouTube, Instagram",39210.0,2674.0,817.0,512.0,352256.0,105.2,5.54,Hindi,10.21,College Students,18-04-2025
PU-CMP-22184,Paid Ads,Premium Shoppers,21.0,"Instagram, WhatsApp, Email",61790.0,3238.0,1052.0,759.0,305877.0,142.52,1.83,Bengali,8.17,Tier 2 City Customers,14-07-2024
PU-CMP-52477,Influencer,Premium Shoppers,25.0,"Instagram, YouTube",37693.0,2068.0,495.0,321.0,90522.0,443.55,-0.36,,7.65,Premium Shoppers,27-08-2024
PU-CMP-9182,Paid Ads,Youth,22.0,"Email, Facebook, Google",35243.0,3701.0,1540.0,964.0,316192.0,297.13,0.1,Tamil,17.61,Premium Shoppers,22-02-2025
PU-CMP-30931,Influencer,Premium Shoppers,11.0,"Instagram, YouTube",20931.0,1188.0,455.0,141.0,98841.0,439.52,0.59,English,8.52,College Students,01-05-2025
PU-CMP-54152,SEO,Premium Shoppers,23.0,"WhatsApp, YouTube",96436.0,13720.0,6555.0,3686.0,899384.0,13.87,16.59,Hindi,24.85,Premium Shoppers,08-07-2024
PU-CMP-36101,Social Media,Youth,17.0,"Facebook, YouTube, WhatsApp",85063.0,3828.0,1707.0,775.0,618450.0,285.0,1.8,English,7.42,Youth,
PU-CMP-15000,SEO,Tier 2 City Customers,14.0,Google,,6396.0,1314.0,760.0,403560.0,213.64,1.49,Bengali,13.49,Working Women,29-01-2025
PU-CMP-27242,,Tier 2 City Customers,23.0,"Email, Instagram, Google",47702.0,3918.0,2349.0,,730908.0,273.96,1.6,Tamil,15.29,Tier 2 City Customers,13-01-2025
PU-CMP-25674,Social Media,Working Women,14.0,"Google, WhatsApp",,3292.0,1970.0,714.0,230622.0,242.17,0.33,Tamil,,Working Women,11-12-2024
PU-CMP-51528,Email,Youth,30.0,"Facebook, Instagram",41868.0,,699.0,370.0,249750.0,385.14,0.75,Tamil,10.66,Premium Shoppers,07-12-2024
PU-CMP-55910,Social Media,Premium Shoppers,7.0,YouTube,93409.0,2709.0,860.0,644.0,171948.0,427.78,-0.38,Hindi,4.51,Youth,23-01-2025
PU-CMP-24942,Social Media,College Students,26.0,,27700.0,570.0,124.0,49.0,35182.0,3365.29,-0.79,English,2.68,Youth,24-04-2025
PU-CMP-3191,Influencer,Working Women,24.0,Instagram,88951.0,11057.0,2856.0,1055.0,826065.0,116.11,5.74,Bengali,16.83,Working Women,07-03-2025
PU-CMP-48898,Email,Working Women,6.0,"WhatsApp, Instagram, Email",28212.0,917.0,254.0,173.0,60377.0,381.01,-0.08,English,4.76,College Students,23-04-2025
PU-CMP-33071,SEO,Working Women,18.0,YouTube,99784.0,7214.0,3012.0,928.0,718272.0,185.5,3.17,Bengali,11.18,Tier 2 City Customers,02-02-2025
PU-CMP-36883,SEO,Youth,17.0,Facebook,97261.0,11870.0,3273.0,1293.0,272823.0,202.69,0.04,Hindi,16.9,Working Women,15-11-2024
PU-CMP-8272,SEO,College Students,20.0,YouTube,,823.0,191.0,57.0,19038.0,5104.02,-0.93,English,3.87,Tier 2 City Customers,20-08-2024
PU-CMP-48503,Influencer,College Students,19.0,WhatsApp,25076.0,3540.0,1171.0,742.0,309414.0,95.75,3.35,Hindi,21.75,Premium Shoppers,21-04-2025
PU-CMP-27742,Social Media,Premium Shoppers,25.0,"WhatsApp, Email, Google",65483.0,6188.0,2208.0,1739.0,1361637.0,77.38,9.12,English,15.48,Tier 2 City Customers,31-12-2024
PU-CMP-51715,SEO,Youth,20.0,Email,64957.0,3032.0,1107.0,846.0,426384.0,275.71,0.83,Bengali,7.67,Premium Shoppers,23-04-2025
PU-CMP-37604,SEO,Working Women,10.0,Google,,1295.0,634.0,253.0,180136.0,812.11,-0.12,Bengali,6.83,College Students,24-05-2025
PU-CMP-34602,Email,,15.0,YouTube,13487.0,1920.0,1092.0,554.0,306916.0,526.31,0.05,Tamil,26.44,Youth,01-09-2024
PU-CMP-11445,Paid Ads,Premium Shoppers,26.0,,13524.0,1477.0,543.0,417.0,219342.0,400.21,0.31,Hindi,18.02,Tier 2 City Customers,11-01-2025
PU-CMP-46616,Email,College Students,26.0,Email,35432.0,2916.0,1408.0,837.0,,352.81,1.16,Hindi,14.57,Tier 2 City Customers,
PU-CMP-52215,Social Media,Working Women,21.0,"YouTube, WhatsApp, Facebook",23314.0,3379.0,1996.0,,492414.0,113.2,4.67,,26.34,Premium Shoppers,21-03-2025
PU-CMP-45000,Social Media,,12.0,"Facebook, Email",97042.0,,1469.0,796.0,240392.0,,0.47,English,6.66,Working Women,28-01-2025
PU-CMP-14398,Influencer,Working Women,16.0,"WhatsApp, YouTube",98143.0,13937.0,5579.0,2408.0,602000.0,106.08,1.36,Tamil,22.34,Working Women,16-02-2025
PU-CMP-4095,Email,Working Women,24.0,"Google, WhatsApp, Email",16026.0,1277.0,648.0,332.0,90636.0,830.67,-0.67,Hindi,14.08,Youth,
,SEO,Working Women,27.0,"Google, YouTube",72907.0,8364.0,3951.0,3066.0,668388.0,58.7,2.71,Hindi,21.1,College Students,19-10-2024
PU-CMP-10485,SEO,Tier 2 City Customers,21.0,WhatsApp,41373.0,4944.0,1437.0,643.0,354936.0,255.65,,Hindi,16.98,Working Women,18-11-2024
PU-CMP-51383,SEO,Tier 2 City Customers,18.0,"YouTube, Facebook, Google",18087.0,1188.0,632.0,485.0,113490.0,111.34,1.1,Hindi,12.74,Tier 2 City Customers,17-05-2025
PU-CMP-27593,,College Students,21.0,"WhatsApp, Facebook",,1678.0,486.0,231.0,,504.25,0.28,English,4.5,Youth,
PU-CMP-46796,Email,Tier 2 City Customers,5.0,"Email, Facebook",67998.0,3744.0,,597.0,277008.0,,-0.02,English,8.95,Premium Shoppers,07-10-2024
PU-CMP-11113,Social Media,,29.0,"WhatsApp, Email",49879.0,7256.0,1960.0,659.0,166727.0,92.84,1.73,Tamil,19.8,College Students,10-03-2025
PU-CMP-37209,Influencer,Working Women,13.0,Google,42277.0,1878.0,716.0,280.0,60760.0,271.8,-0.2,Bengali,6.8,Premium Shoppers,23-03-2025
PU-CMP-23510,Paid Ads,Premium Shoppers,10.0,"Facebook, YouTube, Email",17543.0,744.0,197.0,69.0,14697.0,2199.13,-0.9,Hindi,5.76,Tier 2 City Customers,07-10-2024
PU-CMP-28067,Influencer,Youth,6.0,"YouTube, Email, Instagram",94167.0,7342.0,3338.0,1310.0,917000.0,166.21,3.21,English,12.73,College Students,25-10-2024
PU-CMP-38144,SEO,Youth,18.0,"WhatsApp, Email",91599.0,12358.0,4898.0,3001.0,2160720.0,88.31,7.15,Hindi,22.11,Working Women,
PU-CMP-39959,SEO,College Students,28.0,"Instagram, Facebook",72795.0,6551.0,3740.0,2078.0,839512.0,102.98,2.92,Hindi,16.99,Working Women,03-05-2025
PU-CMP-42259,Influencer,Working Women,16.0,"Facebook, WhatsApp",70781.0,8287.0,3861.0,2500.0,617500.0,115.04,1.15,Hindi,20.69,College Students,05-07-2024
PU-CMP-21251,Social Media,Working Women,27.0,"Facebook, Instagram, Google",43731.0,2079.0,926.0,382.0,172282.0,214.98,1.1,Bengali,7.75,,19-12-2024
PU-CMP-5679,Social Media,Working Women,18.0,Email,21051.0,928.0,413.0,181.0,111315.0,660.25,-0.07,Hindi,7.23,Premium Shoppers,05-06-2025
PU-CMP-30758,Email,,19.0,,58947.0,2107.0,1243.0,934.0,614572.0,242.05,1.72,Bengali,7.27,Premium Shoppers,29-07-2024
PU-CMP-3893,Social Media,Youth,24.0,Email,77533.0,5824.0,1264.0,436.0,307816.0,260.36,1.71,English,9.7,Premium Shoppers,23-04-2025
PU-CMP-42046,SEO,College Students,,"Email, YouTube, WhatsApp",55093.0,2779.0,1454.0,779.0,372362.0,267.96,0.78,Bengali,9.1,Premium Shoppers,12-12-2024
PU-CMP-4142,SEO,Tier 2 City Customers,22.0,Google,75014.0,9682.0,2815.0,2151.0,1180899.0,106.8,4.14,Hindi,19.53,Working Women,10-09-2024
PU-CMP-53695,Email,Tier 2 City Customers,15.0,Google,32766.0,3807.0,1993.0,852.0,450708.0,,2.73,Bengali,20.3,Working Women,16-09-2024
,SEO,College Students,17.0,"Email, Instagram, YouTube",91545.0,3707.0,,1256.0,411968.0,100.58,2.26,,7.49,Premium Shoppers,10-05-2025
PU-CMP-50753,,Youth,5.0,Email,96385.0,13645.0,,2112.0,606144.0,91.86,2.12,Bengali,,Tier 2 City Customers,03-03-2025
PU-CMP-7793,Email,Premium Shoppers,15.0,YouTube,96539.0,,632.0,443.0,171884.0,538.22,-0.28,Hindi,3.19,College Students,11-11-2024
PU-CMP-49422,Email,Youth,15.0,"Google, Facebook",66203.0,7540.0,2531.0,1151.0,813757.0,228.27,2.1,English,16.95,Youth,27-07-2024
PU-CMP-17987,,College Students,17.0,"Google, YouTube, Email",18457.0,626.0,138.0,72.0,52632.0,3122.58,,English,4.53,Premium Shoppers,18-04-2025
PU-CMP-2661,Paid Ads,Tier 2 City Customers,6.0,"Google, Facebook",65680.0,9809.0,4482.0,3196.0,,27.45,10.51,Bengali,26.62,Premium Shoppers,06-11-2024
PU-CMP-4661,Social Media,Youth,5.0,Instagram,35261.0,1972.0,1120.0,608.0,468160.0,258.17,1.98,English,10.49,Working Women,22-03-2025
PU-CMP-46636,Paid Ads,College Students,,"YouTube, Facebook, Instagram",90709.0,8255.0,,1460.0,435080.0,178.83,0.67,Hindi,13.5,Tier 2 City Customers,28-03-2025
PU-CMP-49960,Email,Working Women,6.0,WhatsApp,98711.0,8737.0,2982.0,1944.0,559872.0,120.37,1.39,Tamil,13.84,College Students,22-07-2024
PU-CMP-18432,SEO,Working Women,16.0,"WhatsApp, Facebook",13746.0,926.0,269.0,132.0,69696.0,2178.9,-0.76,Bengali,9.65,Working Women,09-04-2025
PU-CMP-15528,Email,Premium Shoppers,21.0,"Google, Instagram, Facebook",20559.0,662.0,359.0,199.0,134325.0,256.83,1.63,Bengali,5.93,Youth,18-02-2025
PU-CMP-36700,SEO,Premium Shoppers,28.0,"Facebook, Google, Instagram",48205.0,2786.0,819.0,477.0,168381.0,448.94,-0.21,Bengali,8.47,College Students,07-12-2024
PU-CMP-12359,Email,Working Women,14.0,Instagram,13081.0,396.0,172.0,94.0,59690.0,1038.36,-0.39,English,5.06,Premium Shoppers,27-01-2025
PU-CMP-29998,Social Media,Working Women,19.0,"WhatsApp, Google, YouTube",90058.0,5007.0,1882.0,1223.0,582148.0,56.61,7.41,Bengali,9.01,Working Women,
PU-CMP-41917,SEO,College Students,24.0,"Email, WhatsApp",13544.0,1277.0,460.0,216.0,74736.0,970.96,-0.64,English,14.42,Working Women,03-11-2024
PU-CMP-11522,Social Media,College Students,5.0,Facebook,80380.0,3915.0,833.0,649.0,293997.0,394.01,0.15,English,,Premium Shoppers,
PU-CMP-2670,Email,College Students,23.0,Email,65435.0,3009.0,929.0,645.0,421185.0,296.77,1.2,Bengali,7.0,Premium Shoppers,11-09-2024
PU-CMP-38399,Paid Ads,Tier 2 City Customers,6.0,"WhatsApp, Google, Email",91479.0,9421.0,2325.0,1823.0,1091977.0,53.81,10.13,English,14.83,Youth,27-08-2024
PU-CMP-49150,Email,Tier 2 City Customers,20.0,WhatsApp,67997.0,8806.0,4216.0,1856.0,742400.0,102.35,2.91,Tamil,21.88,Premium Shoppers,29-07-2024
PU-CMP-15513,Paid Ads,College Students,11.0,"Email, WhatsApp",59246.0,6765.0,2900.0,1925.0,436975.0,122.53,0.85,Tamil,19.56,,11-12-2024
PU-CMP-8845,SEO,Working Women,5.0,"Google, WhatsApp",81793.0,10112.0,4509.0,1417.0,797771.0,174.51,,English,19.61,Tier 2 City Customers,09-12-2024
PU-CMP-17714,SEO,Tier 2 City Customers,20.0,Google,88231.0,10032.0,5494.0,3353.0,2125802.0,20.62,29.74,English,21.4,Tier 2 City Customers,27-08-2024
PU-CMP-38969,SEO,Tier 2 City Customers,28.0,"WhatsApp, Instagram, YouTube",58024.0,2120.0,904.0,504.0,391104.0,151.09,4.14,Tamil,6.08,Premium Shoppers,04-09-2024
