Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
TI-CMP-50860,Social Media,Premium Shoppers,13.0,"Facebook, Google",14657.0,1223.0,720.0,263.0,76007.0,857.03,-0.66,Tamil,15.05,Youth,07-02-2025
TI-CMP-1431,Social Media,Working Women,25.0,Instagram,78682.0,3405.0,1500.0,493.0,102544.0,140.89,0.48,Bengali,6.86,Youth,31-08-2024
TI-CMP-46485,SEO,College Students,15.0,"Google, Facebook, WhatsApp",48988.0,4151.0,1219.0,422.0,106344.0,421.36,-0.4,Tamil,11.82,,17-09-2024
TI-CMP-15279,Social Media,Working Women,24.0,"Facebook, YouTube, WhatsApp",90857.0,11124.0,3374.0,1733.0,1265090.0,69.99,9.43,Bengali,17.86,Tier 2 City Customers,07-05-2025
TI-CMP-15050,Paid Ads,College Students,20.0,"WhatsApp, Facebook, Google",73263.0,5013.0,1809.0,1004.0,440756.0,73.98,4.93,English,10.68,Premium Shoppers,11-12-2024
TI-CMP-48044,SEO,Youth,13.0,"Facebook, Instagram, Email",30200.0,2066.0,775.0,252.0,119700.0,414.15,0.15,Bengali,10.24,,04-04-2025
TI-CMP-34962,Paid Ads,Premium Shoppers,22.0,"Email, WhatsApp, YouTube",69727.0,10202.0,5751.0,4502.0,3245942.0,41.54,16.36,Bengali,29.34,Working Women,04-11-2024
TI-CMP-55952,Influencer,,16.0,"Instagram, Email",89343.0,13361.0,3407.0,1924.0,1185184.0,149.43,3.12,Tamil,20.92,Youth,10-08-2024
TI-CMP-12648,Influencer,Premium Shoppers,22.0,"Instagram, Facebook",10558.0,1254.0,709.0,299.0,123487.0,688.15,-0.4,Hindi,21.42,Premium Shoppers,17-10-2024
TI-CMP-10841,SEO,Tier 2 City Customers,29.0,"YouTube, Instagram",72121.0,9555.0,5203.0,3883.0,2131767.0,,6.57,Bengali,25.85,,12-12-2024
TI-CMP-46153,Influencer,Premium Shoppers,11.0,"Google, Facebook",59479.0,5589.0,2025.0,788.0,365632.0,289.38,0.6,Hindi,14.13,Tier 2 City Customers,10-06-2025
TI-CMP-24203,Influencer,Youth,10.0,"YouTube, Google, Facebook",34789.0,1763.0,410.0,147.0,46452.0,1090.66,-0.71,Hindi,6.67,Tier 2 City Customers,
TI-CMP-14139,Social Media,Working Women,28.0,"Facebook, Google, WhatsApp",25422.0,,977.0,595.0,230860.0,232.15,0.67,Hindi,12.93,Youth,17-09-2024
TI-CMP-23775,Influencer,College Students,18.0,"Facebook, WhatsApp, Email",52018.0,1882.0,652.0,402.0,264918.0,616.73,,English,5.64,College Students,25-10-2024
TI-CMP-34841,Paid Ads,Youth,5.0,"Facebook, YouTube, WhatsApp",58184.0,7949.0,4667.0,3035.0,2409790.0,59.51,,Tamil,26.9,College Students,12-03-2025
TI-CMP-36861,Influencer,Youth,5.0,"Email, Google",26670.0,,1062.0,802.0,344860.0,189.78,1.27,Tamil,14.46,Premium Shoppers,06-06-2025
TI-CMP-53456,Influencer,Working Women,13.0,YouTube,51615.0,6670.0,2606.0,1686.0,809280.0,100.32,3.78,English,21.24,Working Women,02-03-2025
TI-CMP-32314,Email,Tier 2 City Customers,9.0,"Facebook, Email",95056.0,4689.0,992.0,695.0,,243.84,0.35,English,6.71,,07-09-2024
TI-CMP-34761,Social Media,Premium Shoppers,29.0,Email,74427.0,3615.0,2105.0,867.0,570486.0,336.75,0.95,Hindi,8.85,College Students,04-05-2025
TI-CMP-38513,,Tier 2 City Customers,26.0,"Instagram, Email, Google",72870.0,8760.0,2240.0,855.0,171000.0,170.33,0.17,,16.27,Youth,26-03-2025
,SEO,Working Women,28.0,"Google, Instagram, YouTube",81240.0,7132.0,,1006.0,334998.0,106.5,2.13,Hindi,12.98,Youth,17-02-2025
TI-CMP-53282,SEO,Premium Shoppers,11.0,Instagram,94791.0,13724.0,3519.0,1511.0,702615.0,89.3,4.21,English,19.78,Tier 2 City Customers,26-07-2024
TI-CMP-48481,Social Media,Youth,25.0,"YouTube, Google",83013.0,11328.0,5411.0,1939.0,839587.0,29.08,13.89,Hindi,22.5,Working Women,09-08-2024
TI-CMP-16013,Email,Working Women,27.0,"WhatsApp, Instagram, YouTube",43371.0,2850.0,665.0,429.0,199914.0,311.19,0.5,Tamil,9.09,College Students,28-09-2024
TI-CMP-14571,SEO,Tier 2 City Customers,29.0,Instagram,49402.0,5160.0,2040.0,1167.0,895089.0,56.4,12.6,Bengali,16.94,Youth,17-09-2024
TI-CMP-9400,Paid Ads,College Students,11.0,"Google, Instagram, Facebook",92923.0,11388.0,6789.0,3029.0,935961.0,30.89,9.0,Bengali,22.82,Working Women,11-07-2024
TI-CMP-49166,Influencer,Working Women,5.0,Email,14012.0,283.0,108.0,48.0,21744.0,1789.6,-0.75,Tamil,3.13,College Students,07-09-2024
,SEO,Youth,5.0,"YouTube, Instagram",62445.0,2620.0,1188.0,578.0,419050.0,359.32,1.02,Bengali,7.02,Tier 2 City Customers,05-10-2024
TI-CMP-11477,Paid Ads,Tier 2 City Customers,17.0,,64752.0,2863.0,1364.0,661.0,415769.0,138.13,3.55,English,7.55,Premium Shoppers,16-07-2024
,Paid Ads,Youth,15.0,"Google, Facebook",78193.0,8161.0,2840.0,,702856.0,148.13,2.64,Bengali,15.74,Youth,24-10-2024
TI-CMP-30683,Influencer,Working Women,16.0,"Email, Instagram, WhatsApp",16793.0,2090.0,504.0,162.0,,631.87,0.23,,16.41,Premium Shoppers,06-08-2024
TI-CMP-9481,SEO,College Students,30.0,,69818.0,2385.0,1134.0,853.0,456355.0,204.85,1.61,Bengali,6.26,Youth,07-01-2025
TI-CMP-21660,Paid Ads,College Students,19.0,Email,85653.0,8914.0,3256.0,1357.0,527873.0,67.35,4.78,Hindi,15.79,Youth,19-01-2025
TI-CMP-43930,Email,Tier 2 City Customers,16.0,"Facebook, Google, YouTube",51149.0,3359.0,1863.0,1247.0,517505.0,136.49,2.04,,12.65,College Students,13-02-2025
TI-CMP-7247,Influencer,College Students,22.0,Instagram,49653.0,5366.0,2801.0,864.0,190944.0,64.29,2.44,Bengali,18.19,Premium Shoppers,
TI-CMP-37826,SEO,Premium Shoppers,,"Instagram, Facebook",89842.0,12703.0,6563.0,4101.0,1464057.0,17.02,19.98,Hindi,26.01,Working Women,12-02-2025
,SEO,Tier 2 City Customers,15.0,"Instagram, Google",20001.0,986.0,,128.0,67328.0,1942.66,-0.73,Bengali,7.14,Working Women,03-05-2025
TI-CMP-19696,,College Students,13.0,"Google, Instagram, WhatsApp",53853.0,3661.0,2119.0,1292.0,,126.43,1.76,Bengali,13.13,Youth,07-08-2024
TI-CMP-17072,Paid Ads,Youth,22.0,"WhatsApp, Email, Instagram",28969.0,1517.0,877.0,531.0,175230.0,162.75,1.03,,10.1,College Students,16-01-2025
TI-CMP-27133,Influencer,Tier 2 City Customers,21.0,WhatsApp,31365.0,2637.0,1070.0,666.0,410256.0,387.72,0.59,Bengali,13.94,Youth,10-04-2025
TI-CMP-44133,Social Media,Premium Shoppers,28.0,"Facebook, YouTube",42900.0,4743.0,2236.0,979.0,439571.0,157.5,1.85,English,18.55,Tier 2 City Customers,16-04-2025
TI-CMP-11280,SEO,College Students,11.0,"WhatsApp, YouTube, Google",13704.0,584.0,206.0,71.0,23146.0,3056.58,-0.89,Bengali,6.28,Tier 2 City Customers,03-08-2024
TI-CMP-49340,SEO,Youth,29.0,Facebook,82865.0,9064.0,4716.0,2864.0,2256832.0,81.44,8.68,English,20.09,College Students,01-12-2024
TI-CMP-52366,Social Media,Premium Shoppers,28.0,"Instagram, WhatsApp, Facebook",23140.0,1682.0,442.0,265.0,59095.0,389.71,-0.43,Hindi,10.32,Youth,23-09-2024
TI-CMP-18666,Social Media,Premium Shoppers,14.0,"WhatsApp, Facebook, YouTube",20218.0,,393.0,253.0,70587.0,,-0.74,English,8.52,Tier 2 City Customers,10-02-2025
TI-CMP-31460,Email,Premium Shoppers,9.0,"WhatsApp, Google",59884.0,,2644.0,1767.0,1256337.0,128.19,4.55,Tamil,20.89,Working Women,16-06-2025
TI-CMP-36722,,Working Women,14.0,YouTube,26426.0,1586.0,799.0,244.0,191540.0,1069.06,-0.27,Bengali,9.95,Youth,03-03-2025
TI-CMP-45860,Social Media,Youth,11.0,WhatsApp,20751.0,1685.0,829.0,588.0,332220.0,344.76,0.64,,14.95,Premium Shoppers,13-04-2025
TI-CMP-46792,Paid Ads,Youth,24.0,Facebook,27338.0,731.0,198.0,60.0,24540.0,1303.85,-0.69,English,3.62,Tier 2 City Customers,28-09-2024
TI-CMP-33138,Email,College Students,19.0,Facebook,27064.0,2388.0,943.0,703.0,146927.0,328.75,-0.36,Bengali,14.91,Youth,23-04-2025
TI-CMP-29918,Paid Ads,Working Women,23.0,"Email, YouTube",10738.0,387.0,158.0,124.0,25420.0,2049.22,-0.9,English,6.23,Premium Shoppers,23-04-2025
TI-CMP-47706,SEO,Tier 2 City Customers,26.0,"Facebook, YouTube, WhatsApp",34735.0,4454.0,2338.0,1546.0,1071378.0,128.08,4.41,English,24.0,Youth,
TI-CMP-20463,Email,Premium Shoppers,19.0,Google,21164.0,1877.0,947.0,529.0,,533.57,,English,15.84,Tier 2 City Customers,18-07-2024
TI-CMP-49441,Email,Youth,15.0,"Email, WhatsApp, Google",68178.0,3897.0,1929.0,1335.0,307050.0,107.3,1.14,Bengali,10.5,Youth,11-03-2025
TI-CMP-47236,Social Media,College Students,15.0,WhatsApp,37463.0,2427.0,611.0,485.0,322040.0,180.24,2.68,Hindi,9.4,Tier 2 City Customers,30-12-2024
TI-CMP-23969,Email,Premium Shoppers,17.0,"Instagram, Google",42213.0,1962.0,793.0,609.0,248472.0,136.43,1.99,Hindi,7.97,Tier 2 City Customers,06-08-2024
TI-CMP-37192,Paid Ads,Youth,17.0,"Instagram, Facebook, YouTube",24242.0,3218.0,732.0,225.0,77850.0,946.1,-0.63,English,17.22,Premium Shoppers,05-06-2025
TI-CMP-2221,Email,Youth,26.0,"Instagram, Email, YouTube",58943.0,3528.0,748.0,327.0,209280.0,474.52,0.35,Hindi,7.81,Working Women,
TI-CMP-35914,Paid Ads,Premium Shoppers,30.0,"Facebook, Email",85185.0,,2431.0,1521.0,803088.0,40.24,12.12,Tamil,10.61,Youth,23-02-2025
TI-CMP-9368,Email,Working Women,29.0,Facebook,59209.0,8266.0,1958.0,622.0,425448.0,206.6,2.31,Hindi,18.32,Youth,22-08-2024
,Social Media,Youth,9.0,YouTube,69225.0,6859.0,2978.0,996.0,770904.0,296.79,1.61,Hindi,15.65,Premium Shoppers,14-02-2025
,SEO,College Students,18.0,YouTube,47061.0,1011.0,525.0,250.0,154750.0,655.83,-0.06,English,3.8,College Students,15-01-2025
TI-CMP-31032,Email,Working Women,13.0,"Google, Email",52984.0,2520.0,1020.0,424.0,144584.0,162.85,1.09,Hindi,7.48,Premium Shoppers,24-04-2025
TI-CMP-41323,Influencer,Premium Shoppers,16.0,Email,73510.0,5456.0,2373.0,1344.0,358848.0,144.93,0.84,Tamil,12.48,Premium Shoppers,26-07-2024
TI-CMP-30840,Email,Tier 2 City Customers,7.0,"WhatsApp, YouTube",31012.0,3999.0,1118.0,561.0,361845.0,115.02,4.61,English,18.31,College Students,02-03-2025
TI-CMP-30574,Influencer,Premium Shoppers,,"WhatsApp, Instagram",41907.0,4783.0,2252.0,1599.0,1000974.0,74.66,7.38,Tamil,,Tier 2 City Customers,21-12-2024
TI-CMP-9451,Email,Working Women,29.0,WhatsApp,59705.0,7494.0,2658.0,1520.0,908960.0,143.22,3.18,Bengali,19.55,College Students,21-04-2025
TI-CMP-2097,Paid Ads,Premium Shoppers,25.0,WhatsApp,22898.0,1700.0,341.0,221.0,45526.0,977.67,-0.79,Hindi,9.88,Premium Shoppers,16-10-2024
TI-CMP-2246,Email,Working Women,29.0,"YouTube, Facebook",13414.0,443.0,203.0,125.0,88125.0,736.95,-0.04,English,5.75,Working Women,09-07-2024
TI-CMP-31264,Email,Working Women,22.0,Facebook,85090.0,2034.0,951.0,472.0,168504.0,574.81,-0.38,Tamil,4.06,College Students,11-03-2025
TI-CMP-9971,Paid Ads,Working Women,27.0,"WhatsApp, Google, Facebook",86478.0,3406.0,1796.0,675.0,429300.0,246.75,1.58,English,6.8,College Students,13-04-2025
TI-CMP-33288,Paid Ads,College Students,21.0,WhatsApp,64786.0,6580.0,3792.0,1304.0,575064.0,110.36,3.0,English,18.02,Tier 2 City Customers,14-08-2024
TI-CMP-27311,Paid Ads,College Students,19.0,"Email, Google, YouTube",97343.0,11650.0,4176.0,2103.0,,80.36,4.65,English,18.42,Premium Shoppers,07-11-2024
TI-CMP-30771,SEO,,26.0,YouTube,61640.0,2135.0,619.0,,,125.23,3.48,Bengali,5.27,Tier 2 City Customers,
TI-CMP-56527,Paid Ads,Premium Shoppers,20.0,"Instagram, YouTube, WhatsApp",68524.0,2207.0,,454.0,255602.0,290.24,0.94,Bengali,5.7,,02-05-2025
TI-CMP-48886,SEO,College Students,8.0,"WhatsApp, Facebook, Instagram",51717.0,2773.0,1533.0,621.0,292491.0,251.3,0.87,English,9.53,Tier 2 City Customers,29-03-2025
TI-CMP-8821,Paid Ads,College Students,26.0,Email,77297.0,9777.0,3299.0,1470.0,1042230.0,,9.37,Bengali,18.82,,29-05-2025
TI-CMP-13376,Paid Ads,Premium Shoppers,9.0,"YouTube, Google",77304.0,,2789.0,1831.0,1391560.0,55.84,12.61,English,,Premium Shoppers,14-07-2024
TI-CMP-20714,Email,College Students,28.0,"Facebook, WhatsApp, YouTube",68536.0,2246.0,1176.0,429.0,96096.0,245.92,-0.09,Hindi,5.62,Tier 2 City Customers,27-05-2025
TI-CMP-40703,SEO,Working Women,30.0,Facebook,87399.0,3178.0,959.0,510.0,181560.0,399.0,-0.11,Bengali,5.32,Premium Shoppers,25-12-2024
TI-CMP-38811,,College Students,26.0,"Facebook, YouTube",69293.0,8903.0,3522.0,2619.0,607608.0,90.49,1.56,Hindi,21.71,Working Women,29-03-2025
TI-CMP-50954,SEO,Working Women,25.0,"Instagram, Email",76192.0,9364.0,3940.0,1399.0,889764.0,186.83,2.4,Hindi,19.3,Working Women,20-11-2024
TI-CMP-8687,Email,Premium Shoppers,23.0,"Instagram, Facebook, YouTube",36098.0,3272.0,1565.0,777.0,319347.0,84.07,3.89,Bengali,15.55,Tier 2 City Customers,01-07-2024
TI-CMP-26483,Influencer,Youth,14.0,"Email, YouTube, WhatsApp",95492.0,9064.0,3826.0,1268.0,592156.0,206.16,1.27,Tamil,14.83,College Students,12-01-2025
TI-CMP-40814,SEO,Youth,7.0,Facebook,74292.0,4652.0,1172.0,674.0,468430.0,213.22,2.26,English,8.75,Youth,10-05-2025
TI-CMP-38509,Influencer,Premium Shoppers,7.0,Google,59706.0,2961.0,1620.0,888.0,521256.0,59.35,8.89,English,9.16,Tier 2 City Customers,29-04-2025
TI-CMP-35483,Email,Tier 2 City Customers,15.0,"Email, Instagram, WhatsApp",37736.0,2461.0,551.0,388.0,,554.44,-0.52,Tamil,9.01,Youth,05-04-2025
TI-CMP-30625,Influencer,Youth,27.0,Facebook,81547.0,4368.0,2006.0,,697158.0,194.71,1.58,Hindi,9.52,Premium Shoppers,08-03-2025
TI-CMP-22052,SEO,Premium Shoppers,26.0,"Email, Facebook, YouTube",85934.0,2627.0,1522.0,721.0,268933.0,313.91,0.19,Hindi,5.67,Tier 2 City Customers,19-05-2025
TI-CMP-40509,Social Media,College Students,25.0,"WhatsApp, Email",,6256.0,2798.0,1525.0,613050.0,132.49,2.03,English,12.53,Tier 2 City Customers,16-01-2025
TI-CMP-15969,Email,Tier 2 City Customers,8.0,"Facebook, Google, Instagram",39784.0,839.0,337.0,,67284.0,1837.78,-0.66,Hindi,3.23,Youth,
TI-CMP-10025,,College Students,27.0,Email,54872.0,,1282.0,601.0,411084.0,182.41,2.75,Hindi,9.49,Tier 2 City Customers,26-04-2025
TI-CMP-17916,Paid Ads,Youth,9.0,"Email, Facebook",51343.0,6470.0,1901.0,1207.0,280024.0,125.48,0.85,English,18.65,College Students,03-02-2025
TI-CMP-52266,SEO,Working Women,21.0,YouTube,57305.0,5474.0,2815.0,1803.0,836592.0,34.6,12.41,Hindi,17.61,Working Women,16-03-2025
TI-CMP-48592,Social Media,Working Women,20.0,Email,88320.0,10347.0,4817.0,1842.0,790218.0,137.76,2.11,Tamil,19.25,Working Women,09-10-2024
TI-CMP-38411,Social Media,Working Women,26.0,"Instagram, Google",72785.0,7922.0,2662.0,1353.0,799623.0,204.81,1.89,Tamil,16.4,College Students,24-02-2025
TI-CMP-33255,Email,College Students,12.0,"Facebook, Email, Instagram",80198.0,1949.0,933.0,697.0,212585.0,201.75,0.51,Tamil,4.46,Working Women,07-11-2024
TI-CMP-41689,Email,College Students,29.0,"Instagram, Email",28980.0,1514.0,514.0,195.0,95550.0,1191.26,-0.59,,7.67,College Students,23-12-2024
TI-CMP-47536,Email,College Students,26.0,"Email, WhatsApp, Instagram",56252.0,6888.0,2516.0,1742.0,416338.0,169.28,0.41,Tamil,19.81,College Students,22-01-2025
TI-CMP-52850,Social Media,Youth,8.0,YouTube,24368.0,2498.0,1400.0,800.0,221600.0,242.59,0.14,Tamil,19.28,Youth,27-02-2025
TI-CMP-42467,Influencer,Premium Shoppers,28.0,"Email, WhatsApp, Google",65349.0,4642.0,2340.0,1614.0,792474.0,63.66,6.71,Hindi,,Youth,16-11-2024
TI-CMP-14912,Email,Youth,5.0,,46158.0,,1852.0,691.0,313714.0,114.75,2.96,Bengali,19.26,Premium Shoppers,19-03-2025
TI-CMP-29961,Paid Ads,Working Women,24.0,"YouTube, WhatsApp, Google",93430.0,3679.0,752.0,566.0,232060.0,359.18,,,5.35,Working Women,03-05-2025
TI-CMP-17125,SEO,Youth,9.0,Facebook,69818.0,9830.0,4606.0,2091.0,1030863.0,66.95,6.36,Tamil,23.67,Tier 2 City Customers,09-05-2025
TI-CMP-41120,Email,Premium Shoppers,18.0,"Facebook, WhatsApp",19255.0,2143.0,854.0,424.0,106000.0,342.78,-0.27,English,17.77,Youth,26-11-2024
TI-CMP-52791,Paid Ads,Youth,15.0,Facebook,27950.0,2280.0,484.0,296.0,92944.0,384.06,-0.18,English,10.95,Tier 2 City Customers,28-09-2024
TI-CMP-8844,Social Media,Tier 2 City Customers,8.0,Instagram,,2386.0,649.0,,104608.0,438.2,-0.49,Hindi,7.17,Tier 2 City Customers,30-12-2024
TI-CMP-51078,SEO,Premium Shoppers,30.0,WhatsApp,42118.0,1281.0,600.0,356.0,259168.0,,-0.06,Tamil,5.31,,16-05-2025
TI-CMP-54958,Paid Ads,Tier 2 City Customers,21.0,Google,90407.0,9699.0,,2124.0,824112.0,132.04,1.94,Tamil,,,28-01-2025
TI-CMP-46160,Email,Youth,21.0,Instagram,54762.0,6870.0,2448.0,1884.0,913740.0,85.48,4.67,Tamil,20.46,Tier 2 City Customers,06-02-2025
TI-CMP-55445,Influencer,Working Women,8.0,"Facebook, WhatsApp, Instagram",,932.0,337.0,105.0,79275.0,2437.87,-0.69,Tamil,4.1,Premium Shoppers,03-09-2024
TI-CMP-42716,Influencer,College Students,28.0,"WhatsApp, Google",92150.0,6037.0,1486.0,496.0,255440.0,460.3,0.12,Tamil,8.7,Premium Shoppers,14-05-2025
TI-CMP-46834,Email,Tier 2 City Customers,,"Google, YouTube, Facebook",15386.0,419.0,170.0,110.0,71390.0,2007.26,-0.68,English,4.54,Working Women,08-01-2025
TI-CMP-27635,Influencer,Working Women,23.0,WhatsApp,15583.0,1621.0,347.0,190.0,103740.0,877.39,-0.38,Tamil,13.85,College Students,18-04-2025
TI-CMP-28760,Email,Working Women,25.0,"Instagram, Google",50292.0,7133.0,3418.0,2455.0,1077745.0,83.98,4.23,Hindi,25.86,Premium Shoppers,21-03-2025
TI-CMP-19380,Influencer,Working Women,29.0,"Instagram, Google, Email",34552.0,2146.0,513.0,405.0,179820.0,239.42,0.85,Bengali,8.87,College Students,21-12-2024
TI-CMP-1586,Influencer,Premium Shoppers,27.0,Google,62768.0,3986.0,2043.0,1162.0,902874.0,139.97,4.55,English,11.46,College Students,06-08-2024
TI-CMP-28554,SEO,Working Women,15.0,"Instagram, Email, Google",68546.0,,878.0,,,132.39,3.0,Tamil,6.5,Tier 2 City Customers,15-10-2024
TI-CMP-40527,Email,Youth,19.0,YouTube,78375.0,1927.0,797.0,357.0,144585.0,715.43,-0.43,Bengali,3.93,College Students,04-11-2024
TI-CMP-48325,SEO,Tier 2 City Customers,26.0,Facebook,38158.0,943.0,551.0,235.0,58280.0,1189.37,-0.79,Hindi,4.53,College Students,18-04-2025
TI-CMP-11064,SEO,Tier 2 City Customers,7.0,Instagram,13466.0,1216.0,435.0,210.0,146370.0,1415.6,-0.51,Hindi,13.82,Tier 2 City Customers,05-01-2025
TI-CMP-13214,Email,,7.0,YouTube,28094.0,,709.0,532.0,333564.0,502.6,,Bengali,9.07,Premium Shoppers,17-07-2024
TI-CMP-48632,Paid Ads,College Students,29.0,"Email, Instagram, Facebook",88583.0,11572.0,3945.0,2209.0,1628033.0,75.76,8.73,English,20.01,Premium Shoppers,23-04-2025
TI-CMP-40428,SEO,College Students,23.0,Instagram,95010.0,7800.0,3779.0,2708.0,1416284.0,53.69,8.74,Tamil,15.04,Tier 2 City Customers,01-02-2025
TI-CMP-39770,Email,College Students,30.0,"Instagram, Email, WhatsApp",28471.0,3989.0,1972.0,1219.0,330349.0,199.58,0.36,English,25.22,Youth,
TI-CMP-6011,Email,Working Women,21.0,"YouTube, Google",72269.0,3098.0,1830.0,1023.0,806124.0,275.08,1.86,English,8.23,Tier 2 City Customers,04-06-2025
TI-CMP-51143,Email,Youth,9.0,Google,15096.0,2060.0,1048.0,405.0,226800.0,324.14,0.73,Tamil,23.27,Tier 2 City Customers,
TI-CMP-55966,Paid Ads,Tier 2 City Customers,7.0,"Facebook, WhatsApp",48334.0,4173.0,1078.0,589.0,420546.0,414.29,0.72,English,12.08,College Students,31-01-2025
TI-CMP-28714,Influencer,Youth,18.0,"Email, Google, Facebook",89984.0,4155.0,1450.0,482.0,221720.0,284.66,0.62,Tamil,6.76,Working Women,17-07-2024
TI-CMP-37005,Social Media,College Students,,"Google, WhatsApp",19678.0,1224.0,507.0,214.0,95658.0,1299.83,-0.66,Tamil,9.88,Youth,17-08-2024
TI-CMP-29703,Influencer,Premium Shoppers,25.0,Email,57210.0,7927.0,2318.0,1664.0,367744.0,169.19,0.31,Hindi,20.82,Working Women,11-04-2025
TI-CMP-17391,Influencer,Youth,20.0,,92826.0,,4039.0,1751.0,651372.0,28.85,11.9,Tamil,17.53,Tier 2 City Customers,22-01-2025
TI-CMP-41888,,Tier 2 City Customers,27.0,Google,50161.0,4006.0,1010.0,379.0,,427.16,0.81,English,10.76,Premium Shoppers,16-05-2025
TI-CMP-51728,Influencer,Working Women,18.0,"WhatsApp, Facebook",59616.0,7133.0,,1327.0,695348.0,77.93,5.72,Tamil,18.37,Tier 2 City Customers,05-02-2025
TI-CMP-45519,Email,College Students,20.0,"Facebook, YouTube, WhatsApp",33624.0,4062.0,1867.0,1300.0,798200.0,159.57,2.85,,21.5,Tier 2 City Customers,03-10-2024
TI-CMP-56056,SEO,Youth,20.0,"Google, Facebook",78860.0,10694.0,4838.0,2068.0,1021592.0,24.54,19.13,English,,Tier 2 City Customers,19-05-2025
TI-CMP-27682,Email,,16.0,Google,30896.0,2424.0,1056.0,,,164.14,,Bengali,13.94,Youth,07-10-2024
TI-CMP-54758,Social Media,Tier 2 City Customers,13.0,Facebook,58769.0,7367.0,3216.0,1204.0,297388.0,121.29,1.04,Tamil,20.06,Premium Shoppers,04-04-2025
TI-CMP-27257,Email,College Students,10.0,Google,26592.0,2161.0,601.0,439.0,194477.0,252.23,0.76,Hindi,12.04,Youth,25-02-2025
TI-CMP-25184,Influencer,Premium Shoppers,21.0,"WhatsApp, Facebook",,1247.0,537.0,257.0,115650.0,1055.12,-0.57,Tamil,12.34,Working Women,24-10-2024
TI-CMP-42292,Influencer,Youth,22.0,YouTube,54544.0,3381.0,705.0,477.0,301941.0,447.07,0.42,Bengali,8.37,,18-02-2025
TI-CMP-22073,SEO,Youth,13.0,Facebook,13232.0,898.0,218.0,165.0,49005.0,1278.32,-0.77,Hindi,,Youth,08-08-2024
TI-CMP-3960,Influencer,Premium Shoppers,15.0,"Google, WhatsApp",98502.0,,3185.0,1507.0,1172446.0,124.21,5.26,English,15.34,Tier 2 City Customers,16-10-2024
TI-CMP-30597,Social Media,Working Women,22.0,"Email, Google",11115.0,300.0,176.0,111.0,78588.0,745.58,-0.05,Hindi,5.28,Tier 2 City Customers,16-04-2025
TI-CMP-31862,Email,Working Women,23.0,"Google, WhatsApp",25916.0,1931.0,467.0,271.0,142275.0,740.1,-0.29,Tamil,10.3,Youth,02-04-2025
TI-CMP-6157,Influencer,Tier 2 City Customers,30.0,"Google, WhatsApp, Instagram",27601.0,2126.0,996.0,377.0,193778.0,516.63,-0.01,English,,Working Women,18-09-2024
TI-CMP-5269,Social Media,Working Women,26.0,"Google, Instagram",42744.0,6315.0,2356.0,1358.0,419622.0,118.04,1.62,English,23.46,Youth,18-05-2025
TI-CMP-17311,,,16.0,"Instagram, Facebook, Email",36466.0,2210.0,664.0,,166894.0,862.15,-0.26,Tamil,8.6,Working Women,13-07-2024
TI-CMP-53214,,Youth,23.0,Facebook,16231.0,839.0,233.0,149.0,71073.0,793.63,-0.4,English,7.52,Working Women,14-05-2025
TI-CMP-12605,,Youth,26.0,"Instagram, Email",66764.0,3559.0,1071.0,782.0,545836.0,75.29,8.27,Hindi,8.11,Working Women,14-05-2025
TI-CMP-2388,Influencer,College Students,9.0,"Facebook, Google",43549.0,3689.0,1342.0,1055.0,558095.0,51.18,9.34,English,13.98,Youth,01-06-2025
TI-CMP-12082,Email,Premium Shoppers,26.0,"WhatsApp, Instagram, Facebook",49801.0,1171.0,580.0,309.0,224952.0,524.42,0.39,Tamil,4.14,Youth,24-09-2024
TI-CMP-24841,Social Media,Tier 2 City Customers,10.0,"Google, Email, Instagram",90897.0,5257.0,2008.0,809.0,266161.0,170.21,,Tamil,8.88,Tier 2 City Customers,18-01-2025
TI-CMP-37517,SEO,Working Women,11.0,"Google, Instagram, WhatsApp",34363.0,4664.0,1795.0,1077.0,460956.0,214.77,0.99,Bengali,21.93,Premium Shoppers,23-03-2025
TI-CMP-48228,SEO,Working Women,26.0,Instagram,59342.0,8308.0,,1583.0,379920.0,33.07,6.26,Tamil,20.13,Youth,11-05-2025
TI-CMP-47323,Social Media,Tier 2 City Customers,30.0,"YouTube, WhatsApp, Email",96108.0,9971.0,4264.0,2342.0,1145238.0,53.59,8.13,Tamil,17.25,Tier 2 City Customers,11-11-2024
TI-CMP-49904,Influencer,Working Women,7.0,"Email, YouTube, Google",54450.0,4863.0,2897.0,1796.0,459776.0,44.34,4.77,Hindi,,Youth,07-03-2025
,SEO,Premium Shoppers,7.0,Instagram,67344.0,,1322.0,960.0,683520.0,88.1,7.08,Bengali,12.95,Tier 2 City Customers,01-04-2025
TI-CMP-3247,Influencer,Premium Shoppers,24.0,Email,58980.0,1376.0,554.0,310.0,77500.0,548.68,-0.54,Bengali,3.8,Youth,07-09-2024
TI-CMP-43827,Social Media,Tier 2 City Customers,,Instagram,69714.0,10076.0,3374.0,1617.0,878031.0,75.63,6.18,Hindi,21.61,Tier 2 City Customers,27-07-2024
TI-CMP-14066,Paid Ads,Premium Shoppers,26.0,Instagram,94121.0,6264.0,3133.0,985.0,235415.0,111.69,1.14,English,11.03,,13-02-2025
